Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
11362,1/1/2021 4:33,81,4,1,49.55,Not Returned,In-Store,49.55,56+,West,Clothing
11363,2/1/2021 14:06,26,19,3,26.02,Returned,Online,78.06,36-45,East,Foot wear
1136,2/1/2021 0:49,30,40,5,82.45,Not Returned,In-Store,412.25,46-55,East,Accessories
11364,3/1/2021 17:50,92,16,2,33.28,Not Returned,In-Store,66.56,18-25,South,Foot wear
11365,8/1/2021 15:50,83,34,7,37.94,Not Returned,Online,265.58,56+,East,Foot wear
11366,9/1/2021 21:05,9,15,6,85.23,Not Returned,Online,511.38,36-45,East,Foot wear
11367,5/1/2021 1:13,49,23,3,38.08,Not Returned,Online,114.24,26-35,West,Clothing
11368,8/1/2021 9:06,39,21,6,47.81,Not Returned,Online,286.86,18-25,West,Clothing
11369,8/1/2021 12:07,59,37,2,43.81,Not Returned,Online,87.62,46-55,North,Foot wear
11370,3/1/2021 12:31,29,10,4,80.17,Not Returned,In-Store,320.68,46-55,East,Foot wear
11371,3/1/2021 17:12,15,6,4,66.95,Not Returned,In-Store,267.8,46-55,West,Accessories
11372,8/1/2021 5:02,90,33,5,40.75,Not Returned,Online,203.75,36-45,North,Accessories
1137,11/1/2021 8:45,71,26,4,51.61,Not Returned,Online,206.44,18-25,North,Foot wear
11373,3/1/2021 5:33,57,3,4,98.21,Not Returned,Online,392.84,46-55,North,Foot wear
11374,6/1/2021 11:26,16,34,6,91.34,Not Returned,Online,548.04,26-35,West,Foot wear
11375,2/1/2021 15:49,91,47,2,88.19,Not Returned,Online,176.38,36-45,East,Foot wear
11376,1/1/2021 10:27,57,28,3,81.96,Not Returned,Online,245.88,46-55,North,Foot wear
11377,9/1/2021 13:00,13,28,7,99.76,Not Returned,In-Store,698.32,56+,North,Foot wear
11378,8/1/2021 11:14,39,19,1,74.58,Not Returned,In-Store,74.58,18-25,West,Foot wear
11379,3/1/2021 19:02,19,48,7,27.14,Not Returned,Online,189.98,18-25,East,Foot wear
11381,5/1/2021 4:33,41,14,6,41.36,Not Returned,Online,248.16,46-55,East,Clothing
11383,1/1/2021 19:43,28,25,5,33.6,Returned,In-Store,168,26-35,South,Clothing
11384,11/1/2021 6:56,14,17,4,76.23,Not Returned,Online,304.92,26-35,East,Accessories
1138,5/1/2021 22:09,80,44,6,51.53,Not Returned,In-Store,309.18,46-55,East,Accessories
11385,8/1/2021 19:14,17,13,1,94.92,Not Returned,Online,94.92,46-55,South,Foot wear
11386,11/1/2021 2:33,29,37,5,90.51,Not Returned,In-Store,452.55,46-55,East,Foot wear
11387,2/1/2021 0:03,3,17,2,39.74,Not Returned,Online,79.48,36-45,North,Accessories
11388,8/1/2021 20:51,54,5,5,32.04,Returned,Online,160.2,56+,East,Clothing
11389,4/1/2021 9:19,43,26,7,43.71,Not Returned,Online,305.97,46-55,West,Foot wear
11390,9/1/2021 16:26,63,21,2,79.89,Not Returned,Online,159.78,56+,East,Clothing
11391,2/1/2021 14:42,69,49,7,89.71,Not Returned,Online,627.97,46-55,South,Foot wear
11392,3/1/2021 3:37,27,4,7,79.55,Not Returned,Online,556.85,36-45,North,Clothing
11393,9/1/2021 7:38,89,13,5,48.52,Not Returned,In-Store,242.6,46-55,North,Foot wear
11394,11/1/2021 0:41,43,26,6,24.28,Not Returned,Online,145.68,46-55,West,Foot wear
11397,6/1/2021 18:06,42,34,2,82.2,Not Returned,In-Store,164.4,18-25,East,Foot wear
11398,4/1/2021 13:22,96,22,2,23.32,Not Returned,Online,46.64,36-45,North,Clothing
1139,6/1/2021 18:58,86,9,5,81.36,Not Returned,In-Store,406.8,18-25,East,Foot wear
11399,2/1/2021 7:40,44,12,2,50.23,Not Returned,In-Store,100.46,26-35,East,Clothing
11400,8/1/2021 3:15,95,14,4,59.9,Not Returned,In-Store,239.6,18-25,North,Clothing
11401,9/1/2021 11:37,49,22,6,35.76,Not Returned,In-Store,214.56,26-35,West,Clothing
11402,6/1/2021 20:34,57,32,1,56.94,Not Returned,In-Store,56.94,46-55,North,Clothing
1140,7/1/2021 3:10,44,25,5,59.41,Not Returned,Online,297.05,26-35,East,Clothing
11404,10/1/2021 19:20,73,31,3,20.58,Not Returned,Online,61.74,56+,West,Clothing
11405,2/1/2021 8:06,100,37,6,66.5,Not Returned,Online,399,18-25,West,Foot wear
11406,7/1/2021 4:14,4,27,6,37.64,Not Returned,Online,225.84,56+,West,Foot wear
11407,9/1/2021 10:54,79,2,2,55.96,Not Returned,Online,111.92,46-55,South,Clothing
11408,4/1/2021 13:07,34,16,4,37.48,Not Returned,Online,149.92,18-25,North,Foot wear
11409,7/1/2021 6:42,52,46,6,50.06,Not Returned,In-Store,300.36,46-55,East,Clothing
11410,9/1/2021 18:02,36,14,3,69.29,Not Returned,Online,207.87,56+,East,Clothing
1141,4/1/2021 6:43,17,10,4,74.69,Not Returned,Online,298.76,46-55,South,Foot wear
11411,2/1/2021 13:15,73,23,7,96.71,Not Returned,Online,676.97,56+,West,Clothing
11412,1/1/2021 6:08,24,21,1,71.25,Not Returned,In-Store,71.25,18-25,South,Clothing
11413,3/1/2021 3:35,58,20,4,70.53,Not Returned,Online,282.12,26-35,West,Clothing
11414,8/1/2021 16:12,53,37,2,93.2,Not Returned,In-Store,186.4,46-55,East,Foot wear
11415,10/1/2021 19:42,72,40,1,59.73,Not Returned,Online,59.73,56+,South,Accessories
11416,5/1/2021 21:47,78,30,7,28.96,Not Returned,Online,202.72,46-55,South,Clothing
11417,6/1/2021 11:21,41,8,2,70.96,Not Returned,In-Store,141.92,46-55,East,Accessories
11418,3/1/2021 4:31,34,8,3,87.96,Not Returned,Online,263.88,18-25,North,Accessories
11419,7/1/2021 23:59,51,26,2,53.47,Not Returned,In-Store,106.94,46-55,East,Foot wear
11420,4/1/2021 13:17,46,49,7,84.67,Not Returned,Online,592.69,18-25,West,Foot wear
11421,7/1/2021 6:10,40,10,3,95.46,Not Returned,Online,286.38,26-35,East,Foot wear
1142,10/1/2021 14:13,69,21,1,65.98,Not Returned,In-Store,65.98,46-55,South,Clothing
11422,9/1/2021 19:04,93,5,4,34.58,Not Returned,In-Store,138.32,36-45,North,Clothing
11423,7/1/2021 2:52,76,44,6,55.01,Not Returned,In-Store,330.06,26-35,West,Accessories
11424,6/1/2021 12:39,31,2,2,81,Not Returned,Online,162,36-45,South,Clothing
11425,5/1/2021 17:14,56,49,6,23.31,Not Returned,Online,139.86,18-25,East,Foot wear
11427,3/1/2021 1:09,18,14,3,51.05,Not Returned,In-Store,153.15,56+,East,Clothing
11428,1/1/2021 14:48,78,40,3,46.77,Not Returned,Online,140.31,46-55,South,Accessories
11429,8/1/2021 21:13,20,28,2,73.84,Not Returned,Online,147.68,46-55,North,Foot wear
11430,2/1/2021 20:54,73,36,6,48.7,Not Returned,In-Store,292.2,56+,West,Clothing
11431,11/1/2021 8:24,89,45,6,97.09,Not Returned,Online,582.54,46-55,North,Foot wear
11432,10/1/2021 21:51,73,46,6,88.27,Not Returned,Online,529.62,56+,West,Clothing
1143,1/1/2021 18:13,9,34,1,98,Not Returned,Online,98,36-45,East,Foot wear
11434,1/1/2021 16:09,26,23,4,91.93,Not Returned,In-Store,367.72,36-45,East,Clothing
11435,5/1/2021 11:12,73,50,1,46.52,Not Returned,Online,46.52,56+,West,Accessories
11436,5/1/2021 12:35,53,47,7,64.15,Not Returned,Online,449.05,46-55,East,Foot wear
11437,3/1/2021 17:06,36,18,6,23.58,Not Returned,In-Store,141.48,56+,East,Foot wear
11438,6/1/2021 11:44,75,43,4,79.93,Not Returned,Online,319.72,56+,West,Clothing
11439,5/1/2021 21:56,24,22,3,48.69,Not Returned,Online,146.07,18-25,South,Clothing
11440,3/1/2021 1:07,80,15,5,98.4,Not Returned,Online,492,46-55,East,Foot wear
11441,2/1/2021 4:24,15,8,6,89.38,Not Returned,Online,536.28,46-55,West,Accessories
11442,3/1/2021 23:11,97,13,1,48.79,Not Returned,Online,48.79,56+,East,Foot wear
11443,6/1/2021 2:44,28,14,1,75.63,Not Returned,In-Store,75.63,26-35,South,Clothing
1144,5/1/2021 19:08,51,45,6,56.05,Not Returned,In-Store,336.3,46-55,East,Foot wear
11444,7/1/2021 12:44,61,6,2,35.83,Not Returned,Online,71.66,26-35,East,Accessories
11445,10/1/2021 10:39,100,10,4,74.83,Not Returned,In-Store,299.32,18-25,West,Foot wear
11446,4/1/2021 8:39,90,40,4,26.58,Not Returned,Online,106.32,36-45,North,Accessories
11447,7/1/2021 7:53,66,35,5,80.49,Not Returned,Online,402.45,46-55,South,Foot wear
11448,7/1/2021 12:11,61,17,5,96.14,Not Returned,Online,480.7,26-35,East,Accessories
11449,1/1/2021 4:39,29,42,5,35.24,Not Returned,In-Store,176.2,46-55,East,Foot wear
11450,4/1/2021 8:41,70,48,3,69.62,Not Returned,In-Store,208.86,46-55,North,Foot wear
11451,8/1/2021 8:45,15,18,2,55.36,Not Returned,In-Store,110.72,46-55,West,Foot wear
11452,4/1/2021 6:00,33,11,1,88.82,Not Returned,Online,88.82,46-55,East,Clothing
11454,9/1/2021 3:29,19,35,4,76.27,Not Returned,Online,305.08,18-25,East,Foot wear
11455,5/1/2021 15:44,84,44,5,93.61,Not Returned,In-Store,468.05,56+,West,Accessories
11456,10/1/2021 20:41,58,14,7,24.5,Not Returned,Online,171.5,26-35,West,Clothing
11458,9/1/2021 2:16,31,15,2,60.46,Not Returned,In-Store,120.92,36-45,South,Foot wear
11459,2/1/2021 21:25,82,38,6,23.69,Not Returned,In-Store,142.14,18-25,South,Foot wear
11460,11/1/2021 5:38,58,23,3,49.01,Not Returned,In-Store,147.03,26-35,West,Clothing
11461,6/1/2021 0:36,36,32,5,45.84,Not Returned,In-Store,229.2,56+,East,Clothing
11462,3/1/2021 15:37,1,49,1,32.72,Returned,In-Store,32.72,46-55,West,Foot wear
11463,7/1/2021 18:12,65,8,7,78.33,Not Returned,Online,548.31,26-35,West,Accessories
1146,1/1/2021 1:35,75,4,4,61.99,Not Returned,In-Store,247.96,56+,West,Clothing
11464,6/1/2021 0:33,32,41,5,46.4,Not Returned,In-Store,232,46-55,East,Accessories
11465,7/1/2021 6:40,50,22,4,64.28,Not Returned,In-Store,257.12,46-55,South,Clothing
11466,5/1/2021 18:14,72,26,7,65.17,Not Returned,Online,456.19,56+,South,Foot wear
11467,1/1/2021 2:12,66,13,1,79.97,Not Returned,Online,79.97,46-55,South,Foot wear
11468,10/1/2021 5:02,26,40,5,50.83,Not Returned,Online,254.15,36-45,East,Accessories
11469,3/1/2021 16:22,91,23,1,77.5,Not Returned,Online,77.5,36-45,East,Clothing
11470,6/1/2021 7:20,99,30,2,54.86,Not Returned,In-Store,109.72,26-35,South,Clothing
11471,6/1/2021 14:16,85,48,2,75.87,Not Returned,In-Store,151.74,18-25,North,Foot wear
1147,6/1/2021 11:14,49,18,5,60.62,Not Returned,Online,303.1,26-35,West,Foot wear
11472,7/1/2021 17:22,52,15,2,38.16,Not Returned,In-Store,76.32,46-55,East,Foot wear
11474,11/1/2021 8:40,74,14,5,39.74,Returned,In-Store,198.7,26-35,West,Clothing
11475,5/1/2021 1:23,42,49,5,32.07,Not Returned,Online,160.35,18-25,East,Foot wear
11476,4/1/2021 20:06,63,42,4,46.28,Not Returned,In-Store,185.12,56+,East,Foot wear
11477,8/1/2021 22:08,30,39,1,41.48,Not Returned,Online,41.48,46-55,East,Accessories
11479,1/1/2021 3:46,52,12,5,66.95,Not Returned,In-Store,334.75,46-55,East,Clothing
11480,9/1/2021 8:01,95,23,5,98.65,Not Returned,Online,493.25,18-25,North,Clothing
11481,7/1/2021 5:45,70,17,7,79.08,Not Returned,Online,553.56,46-55,North,Accessories
11482,11/1/2021 0:38,22,43,2,45.57,Not Returned,Online,91.14,56+,North,Clothing
11483,9/1/2021 13:57,39,32,7,49.3,Not Returned,Online,345.1,18-25,West,Clothing
11484,9/1/2021 17:12,77,22,7,61.12,Not Returned,Online,427.84,18-25,West,Clothing
11485,11/1/2021 6:19,85,23,1,67.96,Not Returned,In-Store,67.96,18-25,North,Clothing
11486,5/1/2021 18:55,78,47,3,95.85,Not Returned,In-Store,287.55,46-55,South,Foot wear
11487,7/1/2021 16:04,16,44,7,68.3,Not Returned,Online,478.1,26-35,West,Accessories
11489,2/1/2021 2:20,67,9,4,41.15,Not Returned,In-Store,164.6,26-35,South,Foot wear
11490,8/1/2021 12:48,71,1,5,43.17,Not Returned,Online,215.85,18-25,North,Accessories
11491,6/1/2021 8:18,47,11,6,46.2,Not Returned,Online,277.2,26-35,East,Clothing
10069,10/1/2021 4:55,4,28,2,83.22,Not Returned,Online,166.44,56+,East,Foot wear
11494,11/1/2021 4:20,7,16,2,83.43,Not Returned,Online,166.86,NA,North,Foot wear
1149,2/1/2021 19:09,6,42,7,80,Not Returned,Online,560,26-35,South,Foot wear
11495,6/1/2021 1:35,47,20,2,35.07,Not Returned,In-Store,70.14,26-35,East,Clothing
11496,10/1/2021 6:58,86,29,3,93.28,Not Returned,In-Store,279.84,18-25,East,Foot wear
11497,11/1/2021 0:35,69,29,3,68.24,Not Returned,In-Store,204.72,46-55,South,Foot wear
11498,11/1/2021 6:55,13,42,1,74.44,Not Returned,Online,74.44,56+,North,Foot wear
11499,10/1/2021 9:46,62,25,4,75.07,Not Returned,In-Store,300.28,46-55,East,Clothing
11500,5/1/2021 21:43,4,49,3,84.51,Returned,Online,253.53,56+,West,Foot wear
11501,6/1/2021 7:33,50,4,4,63.15,Not Returned,Online,252.6,46-55,South,Clothing
11502,3/1/2021 3:51,54,14,6,60.68,Not Returned,Online,364.08,56+,East,Clothing
11503,5/1/2021 19:47,44,16,2,37.06,Not Returned,In-Store,74.12,26-35,East,Foot wear
1150,9/1/2021 2:30,9,38,1,43.99,Not Returned,Online,43.99,36-45,East,Foot wear
11504,1/1/2021 11:39,28,25,2,74.09,Not Returned,Online,148.18,26-35,South,Clothing
11505,2/1/2021 4:16,40,32,6,42.97,Not Returned,Online,257.82,26-35,East,Clothing
11506,4/1/2021 19:19,61,31,5,77.32,Returned,In-Store,386.6,26-35,East,Clothing
11507,5/1/2021 9:12,30,43,6,90.55,Not Returned,In-Store,543.3,46-55,East,Clothing
11508,8/1/2021 11:23,68,20,2,81.86,Not Returned,In-Store,163.72,26-35,North,Clothing
11509,10/1/2021 14:36,93,20,7,69.62,Not Returned,Online,487.34,36-45,North,Clothing
11510,5/1/2021 18:31,59,5,7,81.36,Not Returned,Online,569.52,46-55,North,Clothing
11511,8/1/2021 4:07,12,14,4,62.24,Not Returned,Online,248.96,36-45,West,Clothing
11512,7/1/2021 7:31,19,11,3,78.59,Not Returned,Online,235.77,18-25,East,Clothing
1151,5/1/2021 3:24,4,29,3,83.13,Not Returned,Online,249.39,56+,West,Foot wear
11513,2/1/2021 21:35,30,31,6,83.56,Returned,In-Store,501.36,46-55,East,Clothing
11514,8/1/2021 2:40,88,23,2,42.93,Not Returned,Online,85.86,18-25,North,Clothing
11515,2/1/2021 23:33,40,38,6,61.59,Not Returned,Online,369.54,26-35,East,Foot wear
11516,5/1/2021 19:38,75,14,6,85.97,Not Returned,Online,515.82,56+,West,Clothing
11519,6/1/2021 4:04,10,50,5,98.68,Not Returned,Online,493.4,56+,East,Accessories
11520,2/1/2021 20:54,17,19,2,63.97,Not Returned,Online,127.94,46-55,South,Foot wear
11521,2/1/2021 17:56,39,23,3,63.27,Not Returned,Online,189.81,18-25,West,Clothing
1152,2/1/2021 17:43,77,14,5,89.83,Not Returned,Online,449.15,18-25,West,Clothing
11522,11/1/2021 0:22,86,24,5,84.21,Not Returned,Online,421.05,18-25,East,Accessories
11523,5/1/2021 10:53,88,1,4,67.13,Returned,Online,268.52,18-25,North,Accessories
11524,1/1/2021 1:07,13,1,4,59.63,Not Returned,Online,238.52,56+,North,Accessories
11525,9/1/2021 18:35,33,24,1,73.57,Not Returned,Online,73.57,46-55,East,Accessories
11527,9/1/2021 9:06,39,31,1,82.72,Not Returned,In-Store,82.72,18-25,West,Clothing
11528,7/1/2021 7:35,68,43,1,27.97,Not Returned,Online,27.97,26-35,North,Clothing
11529,5/1/2021 2:59,47,17,3,26.52,Not Returned,Online,79.56,26-35,East,Accessories
11530,8/1/2021 14:08,13,48,4,88.32,Not Returned,In-Store,353.28,56+,North,Foot wear
11531,7/1/2021 15:01,6,1,2,33.5,Not Returned,Online,67,26-35,South,Accessories
11532,9/1/2021 16:06,72,10,5,59.92,Not Returned,Online,299.6,56+,South,Foot wear
11533,2/1/2021 15:26,47,10,3,93.37,Not Returned,In-Store,280.11,26-35,East,Foot wear
11534,8/1/2021 21:27,74,34,1,45.32,Not Returned,In-Store,45.32,26-35,West,Foot wear
11536,3/1/2021 22:30,81,33,4,47.59,Not Returned,In-Store,190.36,56+,West,Accessories
11537,4/1/2021 14:26,43,29,5,31.78,Not Returned,In-Store,158.9,46-55,West,Foot wear
11538,11/1/2021 8:15,90,12,2,40.37,Not Returned,Online,80.74,36-45,North,Clothing
11539,10/1/2021 23:51,58,27,4,42.58,Not Returned,Online,170.32,26-35,West,Foot wear
11540,7/1/2021 6:02,13,39,7,72.67,Not Returned,Online,508.69,56+,North,Accessories
11542,4/1/2021 21:05,93,27,7,27.4,Not Returned,Online,191.8,36-45,North,Foot wear
11543,5/1/2021 12:04,29,17,2,39.66,Not Returned,In-Store,79.32,46-55,East,Accessories
1154,10/1/2021 21:47,26,32,7,35.21,Not Returned,Online,246.47,36-45,East,Clothing
11544,6/1/2021 13:10,52,38,7,61.44,Not Returned,In-Store,430.08,46-55,East,Foot wear
11545,8/1/2021 14:29,19,24,4,99.69,Not Returned,In-Store,398.76,18-25,East,Accessories
11546,10/1/2021 7:52,86,34,2,24.58,Not Returned,Online,49.16,18-25,East,Foot wear
11547,8/1/2021 4:28,16,24,6,69.56,Not Returned,Online,417.36,26-35,West,Accessories
11548,6/1/2021 14:32,11,28,5,55.8,Not Returned,In-Store,279,46-55,South,Foot wear
11549,10/1/2021 17:36,30,37,1,57.13,Not Returned,In-Store,57.13,46-55,East,Foot wear
11550,1/1/2021 21:27,69,3,4,41.78,Not Returned,Online,167.12,46-55,South,Foot wear
11551,11/1/2021 6:46,51,22,7,99.5,Returned,Online,696.5,46-55,East,Clothing
11553,4/1/2021 5:56,74,45,5,61.32,Not Returned,Online,306.6,26-35,West,Foot wear
1155,6/1/2021 7:49,41,44,2,73.61,Not Returned,Online,147.22,46-55,East,Accessories
11555,6/1/2021 4:13,80,15,3,20.85,Not Returned,Online,62.55,46-55,East,Foot wear
11556,11/1/2021 6:51,47,38,5,97.79,Not Returned,In-Store,488.95,26-35,East,Foot wear
11557,6/1/2021 15:36,40,42,3,88.04,Not Returned,In-Store,264.12,26-35,East,Foot wear
11558,10/1/2021 13:17,37,44,6,61.31,Not Returned,Online,367.86,36-45,South,Accessories
11559,9/1/2021 19:10,82,16,1,54.06,Not Returned,In-Store,54.06,18-25,South,Foot wear
11560,6/1/2021 20:06,89,40,4,70.63,Not Returned,In-Store,282.52,46-55,North,Accessories
11561,4/1/2021 2:15,71,21,1,28.64,Not Returned,In-Store,28.64,18-25,North,Clothing
1156,5/1/2021 17:35,1,24,6,41.47,Not Returned,Online,248.82,46-55,West,Accessories
11562,6/1/2021 8:46,73,5,2,96.2,Returned,In-Store,192.4,56+,West,Clothing
11563,9/1/2021 20:13,90,26,4,58.84,Not Returned,Online,235.36,36-45,North,Foot wear
11564,5/1/2021 11:37,27,29,6,20.83,Not Returned,Online,124.98,36-45,North,Foot wear
11565,3/1/2021 13:56,29,5,7,63.19,Not Returned,In-Store,442.33,46-55,East,Clothing
11566,2/1/2021 8:00,7,20,3,69.79,Not Returned,Online,209.37,NA,North,Clothing
11567,2/1/2021 6:53,83,43,7,88.28,Not Returned,Online,617.96,56+,East,Clothing
11569,4/1/2021 13:55,28,50,5,28.7,Not Returned,Online,143.5,26-35,South,Accessories
11570,4/1/2021 15:32,11,30,3,81.98,Not Returned,Online,245.94,46-55,South,Clothing
11571,6/1/2021 3:03,22,24,6,81.96,Not Returned,Online,491.76,56+,North,Accessories
1157,10/1/2021 19:55,30,22,4,33.12,Returned,In-Store,132.48,46-55,East,Clothing
11572,2/1/2021 14:09,22,22,3,59.18,Not Returned,Online,177.54,56+,North,Clothing
11573,10/1/2021 17:52,46,6,1,28.91,Not Returned,In-Store,28.91,18-25,West,Accessories
11574,4/1/2021 11:30,32,32,1,46.39,Not Returned,Online,46.39,46-55,East,Clothing
11575,11/1/2021 0:13,29,9,7,46.89,Not Returned,Online,328.23,46-55,East,Foot wear
11576,4/1/2021 7:25,86,23,1,64.77,Not Returned,Online,64.77,18-25,East,Clothing
11577,8/1/2021 19:37,37,43,3,23.26,Not Returned,Online,69.78,36-45,South,Clothing
11578,6/1/2021 10:13,71,45,3,35.31,Not Returned,Online,105.93,18-25,North,Foot wear
11579,2/1/2021 13:20,85,1,7,24.95,Not Returned,Online,174.65,18-25,North,Accessories
11580,10/1/2021 0:37,42,14,5,78.19,Not Returned,Online,390.95,18-25,East,Clothing
11581,3/1/2021 12:37,95,3,7,93.63,Not Returned,In-Store,655.41,18-25,North,Foot wear
11582,11/1/2021 1:28,61,15,2,95.86,Not Returned,In-Store,191.72,26-35,East,Foot wear
11583,1/1/2021 7:11,57,3,6,95.71,Returned,Online,574.26,46-55,North,Foot wear
11584,6/1/2021 9:38,47,32,5,76.15,Not Returned,Online,380.75,26-35,East,Clothing
11585,1/1/2021 11:01,25,19,4,52.73,Not Returned,Online,210.92,18-25,East,Foot wear
11586,11/1/2021 7:29,63,40,3,51.51,Not Returned,Online,154.53,56+,East,Accessories
1158,7/1/2021 16:21,90,7,6,68.52,Not Returned,Online,411.12,36-45,North,Foot wear
11587,3/1/2021 9:42,58,15,6,93.71,Not Returned,In-Store,562.26,26-35,West,Foot wear
11588,1/1/2021 9:28,41,32,5,26.7,Not Returned,In-Store,133.5,46-55,East,Clothing
11590,1/1/2021 18:08,99,8,6,51.71,Not Returned,Online,310.26,26-35,South,Accessories
11591,6/1/2021 23:53,12,47,6,31.97,Not Returned,Online,191.82,36-45,West,Foot wear
11592,7/1/2021 19:11,23,47,4,23.8,Not Returned,In-Store,95.2,46-55,East,Foot wear
11593,5/1/2021 4:29,98,8,5,83.12,Not Returned,In-Store,415.6,26-35,East,Accessories
1159,11/1/2021 3:34,93,38,7,28.18,Not Returned,In-Store,197.26,36-45,North,Foot wear
11594,11/1/2021 8:05,50,3,4,34.8,Not Returned,In-Store,139.2,46-55,South,Foot wear
11596,8/1/2021 20:28,47,25,1,65.03,Not Returned,Online,65.03,26-35,East,Clothing
11597,4/1/2021 3:13,15,13,2,77.57,Not Returned,Online,155.14,46-55,West,Foot wear
11598,6/1/2021 3:46,53,14,7,42.7,Not Returned,Online,298.9,46-55,East,Clothing
11599,10/1/2021 1:57,45,38,5,93.69,Not Returned,Online,468.45,26-35,North,Foot wear
11600,3/1/2021 17:06,91,34,1,88.98,Not Returned,Online,88.98,36-45,East,Foot wear
11601,1/1/2021 2:55,11,15,4,79.54,Not Returned,Online,318.16,46-55,South,Foot wear
1160,6/1/2021 18:10,59,20,6,60.81,Not Returned,In-Store,364.86,46-55,North,Clothing
11602,11/1/2021 3:16,80,42,7,85.36,Not Returned,Online,597.52,46-55,East,Foot wear
11603,11/1/2021 9:59,31,10,4,31.54,Not Returned,In-Store,126.16,36-45,South,Foot wear
11604,6/1/2021 22:18,32,24,6,96.91,Not Returned,Online,581.46,46-55,East,Accessories
11605,10/1/2021 17:01,70,4,5,27.06,Not Returned,In-Store,135.3,46-55,North,Clothing
11606,1/1/2021 15:20,56,24,2,95.1,Not Returned,In-Store,190.2,18-25,East,Accessories
11607,2/1/2021 8:06,71,23,1,53.94,Not Returned,In-Store,53.94,18-25,North,Clothing
11608,3/1/2021 15:04,79,23,1,40.1,Not Returned,Online,40.1,46-55,South,Clothing
11609,2/1/2021 14:42,48,42,6,80.99,Not Returned,Online,485.94,56+,West,Foot wear
11610,8/1/2021 21:38,40,13,4,30.8,Not Returned,In-Store,123.2,26-35,East,Foot wear
11611,2/1/2021 8:59,48,39,2,66.39,Not Returned,Online,132.78,56+,West,Accessories
11612,4/1/2021 16:35,87,36,5,80.76,Not Returned,In-Store,403.8,18-25,South,Clothing
11613,5/1/2021 14:15,88,21,4,26.33,Not Returned,In-Store,105.32,18-25,North,Clothing
11614,2/1/2021 2:43,92,14,1,28.52,Not Returned,Online,28.52,18-25,South,Clothing
11615,11/1/2021 5:46,42,31,3,23.21,Not Returned,Online,69.63,18-25,East,Clothing
11618,9/1/2021 13:01,96,32,5,47.9,Not Returned,Online,239.5,36-45,North,Clothing
11619,8/1/2021 23:40,41,21,1,79.43,Not Returned,In-Store,79.43,46-55,East,Clothing
11620,3/1/2021 8:35,83,14,2,77.09,Not Returned,Online,154.18,56+,East,Clothing
11621,11/1/2021 8:04,12,3,6,87.13,Not Returned,Online,522.78,36-45,West,Foot wear
11622,1/1/2021 0:32,23,35,2,99.46,Not Returned,Online,198.92,46-55,East,Foot wear
11623,9/1/2021 19:11,26,47,2,25.51,Not Returned,In-Store,51.02,36-45,East,Foot wear
11624,8/1/2021 16:06,87,10,3,44.24,Not Returned,Online,132.72,18-25,South,Foot wear
11625,7/1/2021 8:29,92,10,2,45.72,Not Returned,In-Store,91.44,18-25,South,Foot wear
11626,7/1/2021 18:43,32,14,6,66.58,Not Returned,Online,399.48,46-55,East,Clothing
